SUBJECT;LABEL;DICE;HDRFDST
120111-PP;Thalamus;0.6408920503700856;18.384776310850235
120111-PP;WhiteMatter;0.20964330198554407;78.46018098373213
122317;Amygdala;0.5305828303756418;14.177446878757825
122317;GreyMatter;0.5528970734208764;36.52396473549935
122317;Hippocampus;0.3600904325358376;16.0312195418814
122317;Thalamus;0.6872563192710387;16.911534525287763
122317;WhiteMatter;0.20171910384204933;79.41032678436729
122317-PP;Amygdala;0.5305828303756418;14.177446878757825
122317-PP;GreyMatter;0.5528970734208764;36.52396473549935
122317-PP;Hippocampus;0.3600904325358376;16.0312195418814
122317-PP;Thalamus;0.6872563192710387;16.911534525287763
122317-PP;WhiteMatter;0.20171910384204933;79.41032678436729
122620;Amygdala;0.5040460628695923;16.0
122620;GreyMatter;0.554906576033439;34.88552708502482
122620;Hippocampus;0.30901562139010824;17.4928556845359
122620;Thalamus;0.6873515196198903;16.76305461424021
122620;WhiteMatter;0.17566761563584027;82.00609733428362
122620-PP;Amygdala;0.5040460628695923;16.0
122620-PP;GreyMatter;0.554906576033439;34.88552708502482
122620-PP;Hippocampus;0.30901562139010824;17.4928556845359
122620-PP;Thalamus;0.6873515196198903;16.76305461424021
122620-PP;WhiteMatter;0.17566761563584027;82.00609733428362
123117;Amygdala;0.47554038680318544;15.297058540778355
123117;GreyMatter;0.5450515163463682;36.72873534441391
123117;Hippocampus;0.3533026747231445;16.673332000533065
123117;Thalamus;0.6784213594965721;18.275666882497067
123117;WhiteMatter;0.20244850409500495;79.65550828411052
123117-PP;Amygdala;0.47554038680318544;15.297058540778355
123117-PP;GreyMatter;0.5450515163463682;36.72873534441391
123117-PP;Hippocampus;0.3533026747231445;16.673332000533065
123117-PP;Thalamus;0.6784213594965721;18.275666882497067
123117-PP;WhiteMatter;0.20244850409500495;79.65550828411052
123925;Amygdala;0.48231915275534015;12.529964086141668
123925;GreyMatter;0.5141901168161128;37.107950630558946
123925;Hippocampus;0.37422046363597267;16.522711641858304
123925;Thalamus;0.7242885771543086;15.524174696260024
123925;WhiteMatter;0.1975056805283147;80.55432949258531
123925-PP;Amygdala;0.48231915275534015;12.529964086141668
123925-PP;GreyMatter;0.5141901168161128;37.107950630558946
123925-PP;Hippocampus;0.37422046363597267;16.522711641858304
123925-PP;Thalamus;0.7242885771543086;15.524174696260024
123925-PP;WhiteMatter;0.1975056805283147;80.55432949258531
124422;Amygdala;0.5301993001673513;13.601470508735444
124422;GreyMatter;0.5347769648064481;36.565010597564445
124422;Hippocampus;0.33891080036651927;15.7797338380595
124422;Thalamus;0.7272688032804575;16.492422502470642
124422;WhiteMatter;0.17775168395203994;80.65977932030313
124422-PP;Amygdala;0.5301993001673513;13.601470508735444
124422-PP;GreyMatter;0.5347769648064481;36.565010597564445
124422-PP;Hippocampus;0.33891080036651927;15.7797338380595
124422-PP;Thalamus;0.7272688032804575;16.492422502470642
124422-PP;WhiteMatter;0.17775168395203994;80.65977932030313
