Label,Metric,Value
WhiteMatter,DICE,0.8324993126701878
WhiteMatter,JACRD,0.7130610899889017
WhiteMatter,VOLSMTY,0.867342170474126
WhiteMatter,AVGDIST,0.22072862704186183
WhiteMatter,HDRFDST,2.23606797749979
WhiteMatter,ACURCY,0.9787210547106846
GreyMatter,DICE,0.725795291990271
GreyMatter,JACRD,0.5696065062606324
GreyMatter,VOLSMTY,0.7479614518792279
GreyMatter,AVGDIST,0.3109378546572375
GreyMatter,HDRFDST,2.23606797749979
GreyMatter,ACURCY,0.9553225258547583
Hippocampus,DICE,0.5637250554323725
Hippocampus,JACRD,0.39249104606644436
Hippocampus,VOLSMTY,0.5805764966740576
Hippocampus,AVGDIST,1.1344771545562646
Hippocampus,HDRFDST,13.038404810405298
Hippocampus,ACURCY,0.9982989615677357
Amygdala,DICE,0.4795793163891323
Amygdala,JACRD,0.31542540926908
Amygdala,VOLSMTY,0.5481156879929886
Amygdala,AVGDIST,1.6024079043417976
Amygdala,HDRFDST,13.490737563232042
Amygdala,ACURCY,0.9993155271253787
Thalamus,DICE,0.7517288776255315
Thalamus,JACRD,0.6022160283541517
Thalamus,VOLSMTY,0.7784888965250634
Thalamus,AVGDIST,0.4663421224757669
Thalamus,HDRFDST,5.830951894845301
Thalamus,ACURCY,0.998667479550249
SmallStructures,DICE,0.658191444164842
SmallStructures,JACRD,0.4905255979346291
SmallStructures,VOLSMTY,0.6769284399272307
SmallStructures,AVGDIST,0.7763783828832552
SmallStructures,HDRFDST,10.0
SmallStructures,ACURCY,0.9963831752463809
