Label,Metric,Original,Perturbed
WhiteMatter,DICE,0.8529232553298538,0.8414968417419969
WhiteMatter,JACRD,0.7435625029388254,0.7263656000794365
WhiteMatter,VOLSMTY,0.890591460603706,0.9964141348900055
WhiteMatter,AVGDIST,0.18713181979258903,0.29441094428945913
WhiteMatter,HDRFDST,2.0,4.47213595499958
WhiteMatter,ACURCY,0.9798834367362286,0.9806230086398274
GreyMatter,DICE,0.7227274111056989,0.6547330138770175
GreyMatter,JACRD,0.5658364685735124,0.48669373487261264
GreyMatter,VOLSMTY,0.7457212006819289,0.9615268742707476
GreyMatter,AVGDIST,0.28908700908724383,0.6228800421086164
GreyMatter,HDRFDST,2.0,4.47213595499958
GreyMatter,ACURCY,0.9580055488641358,0.9594440023842433
Hippocampus,DICE,0.5534289236358918,0.7175023815709708
Hippocampus,JACRD,0.3825798349479727,0.5594570869066109
Hippocampus,VOLSMTY,0.5623824044637644,0.750671170000866
Hippocampus,AVGDIST,0.9768417246439192,0.37173191778488934
Hippocampus,HDRFDST,10.198039027185569,3.3166247903554
Hippocampus,ACURCY,0.9984131940734193,0.9992479789434104
Amygdala,DICE,0.5486650174869914,0.6231145103038028
Amygdala,JACRD,0.3780416127894675,0.4525536182687857
Amygdala,VOLSMTY,0.6401091870681566,0.7971106862120246
Amygdala,AVGDIST,1.156827179036545,0.9210569700922022
Amygdala,HDRFDST,8.831760866327848,8.602325267042627
Amygdala,ACURCY,0.9993901067733881,0.9995910222702667
Thalamus,DICE,0.7267335959672978,0.777454061618224
Thalamus,JACRD,0.5707631911637501,0.6359303460181641
Thalamus,VOLSMTY,0.7557080526962342,0.8185175839049346
Thalamus,AVGDIST,0.6295176493668606,0.358678394435263
Thalamus,HDRFDST,15.132745950421556,4.0
Thalamus,ACURCY,0.9985127872973454,0.9988817663595991
