Label,Metric,Original,Perturbed
WhiteMatter,DICE,0.8351007923889074,0.45708859134517976
WhiteMatter,JACRD,0.7168867374384119,0.2962507042084096
WhiteMatter,VOLSMTY,0.8590570182089151,0.4665727326298076
WhiteMatter,AVGDIST,0.21662078973234133,1.5026375236530285
WhiteMatter,HDRFDST,2.23606797749979,13.038404810405298
WhiteMatter,ACURCY,0.978062863381266,0.9595378321114144
GreyMatter,DICE,0.7253238855608329,0.21728906953272048
GreyMatter,JACRD,0.5690260273528083,0.12188687791114022
GreyMatter,VOLSMTY,0.7591557776793193,0.26440437546032347
GreyMatter,AVGDIST,0.292297300443303,2.321777284046851
GreyMatter,HDRFDST,2.0,13.038404810405298
GreyMatter,ACURCY,0.9601960234408329,0.9503877046632107
Hippocampus,DICE,0.5691962856227986,0.5930972523770308
Hippocampus,JACRD,0.3978157729836183,0.4215623669646658
Hippocampus,VOLSMTY,0.582260646813961,0.638616455790971
Hippocampus,AVGDIST,1.0968893940085895,0.5625460151589508
Hippocampus,HDRFDST,11.874342087037917,4.58257569495584
Hippocampus,ACURCY,0.9984491582931704,0.9993735079027338
Amygdala,DICE,0.5618666914567259,0.40812641083521445
Amygdala,JACRD,0.3906916612798966,0.2563811684628474
Amygdala,VOLSMTY,0.626754671376778,0.4781038374717833
Amygdala,AVGDIST,1.2625329211193268,0.927529638688415
Amygdala,HDRFDST,11.357816691600547,4.47213595499958
Amygdala,ACURCY,0.9994567327958758,0.9996977622301689
Thalamus,DICE,0.7891118343067739,0.7748569999687431
Thalamus,JACRD,0.6516801936494375,0.6324624961730789
Thalamus,VOLSMTY,0.8135089118299963,0.8201794142468665
Thalamus,AVGDIST,0.3824002063901346,0.3286649229274398
Thalamus,HDRFDST,5.744562646538029,3.1622776601683795
Thalamus,ACURCY,0.9988720836850508,0.9991697106574778
