Label,Metric,Original,Perturbed
WhiteMatter,DICE,0.8370817569946437,0.8370817569946437
WhiteMatter,JACRD,0.7198113556386854,0.7198113556386854
WhiteMatter,VOLSMTY,0.8746845456247587,0.8746845456247587
WhiteMatter,AVGDIST,0.2142148769129439,0.2142148769129439
WhiteMatter,HDRFDST,2.23606797749979,2.23606797749979
WhiteMatter,ACURCY,0.9790373554125977,0.9790373554125977
GreyMatter,DICE,0.7410631035573537,0.7411608756889457
GreyMatter,JACRD,0.5886419769341589,0.5887653643546971
GreyMatter,VOLSMTY,0.7645043698553879,0.7646052347095325
GreyMatter,AVGDIST,0.27000819973825513,0.2692316544421547
GreyMatter,HDRFDST,2.0,2.0
GreyMatter,ACURCY,0.956784379171691,0.956806395729295
Hippocampus,DICE,0.5501732323880405,0.5512696882031501
Hippocampus,JACRD,0.3794751515687923,0.3805191923674284
Hippocampus,VOLSMTY,0.5641601437187219,0.5652844744455159
Hippocampus,AVGDIST,1.0208991861497225,1.0147306688193243
Hippocampus,HDRFDST,11.180339887498949,11.180339887498949
Hippocampus,ACURCY,0.9983836849700338,0.9983908317060101
Amygdala,DICE,0.5539183481933364,0.5539183481933364
Amygdala,JACRD,0.3830477673935618,0.3830477673935618
Amygdala,VOLSMTY,0.5653683716564992,0.5653683716564992
Amygdala,AVGDIST,1.2428676380498405,1.2428676380498405
Amygdala,HDRFDST,12.165525060596439,12.165525060596439
Amygdala,ACURCY,0.9994521219984718,0.9994521219984718
Thalamus,DICE,0.7595863301698089,0.7641719472512416
Thalamus,JACRD,0.6123653331503466,0.6183481152993349
Thalamus,VOLSMTY,0.7983997957186024,0.8032197294057202
Thalamus,AVGDIST,0.48138198428542817,0.40482917738321933
Thalamus,HDRFDST,7.54983443527075,5.0
Thalamus,ACURCY,0.9986976802732451,0.9987301863949432
