Label,Metric,Original,Perturbed
WhiteMatter,DICE,0.7847055139985795,0.7848356661348538
WhiteMatter,JACRD,0.6456916599534891,0.6458679244135481
WhiteMatter,VOLSMTY,0.7980737348725475,0.7982624778167527
WhiteMatter,AVGDIST,0.2665377356667687,0.2664837220094236
WhiteMatter,HDRFDST,2.449489742783178,2.449489742783178
WhiteMatter,ACURCY,0.9731302323184853,0.9731528252257649
GreyMatter,DICE,0.7218156859098525,0.7219778340207819
GreyMatter,JACRD,0.564719561923011,0.5649180845526289
GreyMatter,VOLSMTY,0.784021257917739,0.7841973798396943
GreyMatter,AVGDIST,0.3105907640892151,0.30955417599837165
GreyMatter,HDRFDST,2.0,2.0
GreyMatter,ACURCY,0.9593083296706312,0.9593411816021346
Hippocampus,DICE,0.5925925925925926,0.6003741944425196
Hippocampus,JACRD,0.42105263157894735,0.4289533617189821
Hippocampus,VOLSMTY,0.6143428747306864,0.6224100893908946
Hippocampus,AVGDIST,0.8894959295211723,0.8527039675862618
Hippocampus,HDRFDST,9.695359714832659,9.486832980505138
Hippocampus,ACURCY,0.9986267892631588,0.9986704765685616
Amygdala,DICE,0.6421119477456227,0.6424033399891087
Amygdala,JACRD,0.4728754676643506,0.47319160315550207
Amygdala,VOLSMTY,0.6696906468293569,0.6699945543655836
Amygdala,AVGDIST,0.8969737889436311,0.8955774718189035
Amygdala,HDRFDST,10.723805294763608,10.723805294763608
Amygdala,ACURCY,0.9995452601060322,0.9995458364557077
Thalamus,DICE,0.8113292230647485,0.8126922530878804
Thalamus,JACRD,0.6825516693163752,0.6844832396667863
Thalamus,VOLSMTY,0.8478964401294499,0.8493209029388102
Thalamus,AVGDIST,0.32770920599997033,0.3047485514086822
Thalamus,HDRFDST,5.0,4.47213595499958
Thalamus,ACURCY,0.9990793390283598,0.9990875231937518
