Label,Metric,Original,Perturbed
WhiteMatter,DICE,0.8374689847785172,0.8374689847785172
WhiteMatter,JACRD,0.7203842080883875,0.7203842080883875
WhiteMatter,VOLSMTY,0.861886383430383,0.861886383430383
WhiteMatter,AVGDIST,0.2196725353767505,0.2196725353767505
WhiteMatter,HDRFDST,2.23606797749979,2.23606797749979
WhiteMatter,ACURCY,0.9783596834641474,0.9783596834641474
GreyMatter,DICE,0.7392349222574512,0.7393369145226651
GreyMatter,JACRD,0.5863383554223135,0.5864666960107935
GreyMatter,VOLSMTY,0.7805810224656593,0.7806887192536047
GreyMatter,AVGDIST,0.28335593503257867,0.28211004338773243
GreyMatter,HDRFDST,2.0,2.0
GreyMatter,ACURCY,0.9601258240503573,0.9601469184484805
Hippocampus,DICE,0.5799545647067883,0.5935529634300126
Hippocampus,JACRD,0.4084056399132321,0.42202297562342395
Hippocampus,VOLSMTY,0.5968195294751839,0.6108133669609079
Hippocampus,AVGDIST,0.9617085475910324,0.9135862268449818
Hippocampus,HDRFDST,10.04987562112089,10.295630140987
Hippocampus,ACURCY,0.9987425202779988,0.998811105889383
Amygdala,DICE,0.5979058616302965,0.5979058616302965
Amygdala,JACRD,0.42643774427694026,0.42643774427694026
Amygdala,VOLSMTY,0.6456600450141893,0.6456600450141893
Amygdala,AVGDIST,1.1041375090081482,1.1041375090081482
Amygdala,HDRFDST,12.806248474865697,12.806248474865697
Amygdala,ACURCY,0.9995263558366759,0.9995263558366759
Thalamus,DICE,0.7743319680124829,0.7756936303243455
Thalamus,JACRD,0.6317632081476766,0.6335780402170443
Thalamus,VOLSMTY,0.7907645796762239,0.7921551387260648
Thalamus,AVGDIST,0.4204726123551766,0.3979594160537219
Thalamus,HDRFDST,6.164414002968976,5.744562646538029
Thalamus,ACURCY,0.9989330614807184,0.9989413609160456
