Label,Metric,Original,Perturbed
WhiteMatter,DICE,0.7847055139985795,0.3969531336558703
WhiteMatter,JACRD,0.6456916599534891,0.24762415996055817
WhiteMatter,VOLSMTY,0.7980737348725475,0.40438748753554676
WhiteMatter,AVGDIST,0.2665377356667687,1.5994621562332598
WhiteMatter,HDRFDST,2.449489742783178,13.152946437965905
WhiteMatter,ACURCY,0.9731302323184853,0.9623558362147935
GreyMatter,DICE,0.7218156859098525,0.15849126549867434
GreyMatter,JACRD,0.564719561923011,0.08606598629117729
GreyMatter,VOLSMTY,0.784021257917739,0.1920191026896776
GreyMatter,AVGDIST,0.3105907640892151,3.3722254206116338
GreyMatter,HDRFDST,2.0,20.688160865577203
GreyMatter,ACURCY,0.9593083296706312,0.9466216053436376
Hippocampus,DICE,0.5925925925925926,0.4709988366295496
Hippocampus,JACRD,0.42105263157894735,0.3080434782608696
Hippocampus,VOLSMTY,0.6143428747306864,0.5072295163702842
Hippocampus,AVGDIST,0.8894959295211723,0.6609099753556348
Hippocampus,HDRFDST,9.695359714832659,3.605551275463989
Hippocampus,ACURCY,0.9986267892631588,0.9992661915931561
Amygdala,DICE,0.6421119477456227,0.5238470634607805
Amygdala,JACRD,0.4728754676643506,0.3548731642189586
Amygdala,VOLSMTY,0.6696906468293569,0.5451320457232952
Amygdala,AVGDIST,0.8969737889436311,0.5909372237696545
Amygdala,HDRFDST,10.723805294763608,3.3166247903554
Amygdala,ACURCY,0.9995452601060322,0.9997215078367995
Thalamus,DICE,0.8113292230647485,0.7414415027564146
Thalamus,JACRD,0.6825516693163752,0.5891196192948301
Thalamus,VOLSMTY,0.8478964401294499,0.7785339957803036
Thalamus,AVGDIST,0.32770920599997033,0.3733452724609443
Thalamus,HDRFDST,5.0,3.1622776601683795
Thalamus,ACURCY,0.9990793390283598,0.9991241790331135
