Label,Metric,Value
WhiteMatter,DICE,0.8351007923889074
WhiteMatter,JACRD,0.7168867374384119
WhiteMatter,VOLSMTY,0.8590570182089151
WhiteMatter,AVGDIST,0.21662078973234133
WhiteMatter,HDRFDST,2.23606797749979
WhiteMatter,ACURCY,0.978062863381266
GreyMatter,DICE,0.7253238855608329
GreyMatter,JACRD,0.5690260273528083
GreyMatter,VOLSMTY,0.7591557776793193
GreyMatter,AVGDIST,0.292297300443303
GreyMatter,HDRFDST,2.0
GreyMatter,ACURCY,0.9601960234408329
Hippocampus,DICE,0.5691962856227986
Hippocampus,JACRD,0.3978157729836183
Hippocampus,VOLSMTY,0.582260646813961
Hippocampus,AVGDIST,1.0968893940085895
Hippocampus,HDRFDST,11.874342087037917
Hippocampus,ACURCY,0.9984491582931704
Amygdala,DICE,0.5618666914567259
Amygdala,JACRD,0.3906916612798966
Amygdala,VOLSMTY,0.626754671376778
Amygdala,AVGDIST,1.2625329211193268
Amygdala,HDRFDST,11.357816691600547
Amygdala,ACURCY,0.9994567327958758
Thalamus,DICE,0.7891118343067739
Thalamus,JACRD,0.6516801936494375
Thalamus,VOLSMTY,0.8135089118299963
Thalamus,AVGDIST,0.3824002063901346
Thalamus,HDRFDST,5.744562646538029
Thalamus,ACURCY,0.9988720836850508
SmallStructures,DICE,0.6930961917045686
SmallStructures,JACRD,0.530334510700187
SmallStructures,VOLSMTY,0.7090715724209716
SmallStructures,AVGDIST,0.7147567022284804
SmallStructures,HDRFDST,9.9498743710662
SmallStructures,ACURCY,0.996873187740489
