Label,Metric,Original,Perturbed
WhiteMatter,DICE,0.8494884626923428,0.4294564029519026
WhiteMatter,JACRD,0.7383571873431651,0.2734444327168529
WhiteMatter,VOLSMTY,0.8878878922401986,0.4328147447783003
WhiteMatter,AVGDIST,0.20145025909739345,1.665166864397449
WhiteMatter,HDRFDST,2.23606797749979,13.74772708486752
WhiteMatter,ACURCY,0.9800487338231614,0.9571523208045288
GreyMatter,DICE,0.7307201671668649,0.2549760769490493
GreyMatter,JACRD,0.5756966653569517,0.1461160924964606
GreyMatter,VOLSMTY,0.7558721504975345,0.3175070616234734
GreyMatter,AVGDIST,0.30557444874698203,1.809051702025202
GreyMatter,HDRFDST,2.23606797749979,9.273618495495704
GreyMatter,ACURCY,0.9580507346786948,0.9478582212073857
Hippocampus,DICE,0.5679283705595242,0.560387960896005
Hippocampus,JACRD,0.39657818707114484,0.38926318040851243
Hippocampus,VOLSMTY,0.5816336425639203,0.6148872296205066
Hippocampus,AVGDIST,1.0137712837418218,0.5582310330612666
Hippocampus,HDRFDST,11.224972160321824,3.3166247903554
Hippocampus,ACURCY,0.9984591867775241,0.9993416934006464
Amygdala,DICE,0.5583442592245739,0.471671388101983
Amygdala,JACRD,0.3872937508120047,0.3086190917516219
Amygdala,VOLSMTY,0.5888743210339015,0.5155807365439093
Amygdala,AVGDIST,1.3284911661358774,0.7502682915389222
Amygdala,HDRFDST,12.328828005937952,4.0
Amygdala,ACURCY,0.9994563869860704,0.9997420258852472
Thalamus,DICE,0.7358301536887429,0.7924673082456757
Thalamus,JACRD,0.5820658955249047,0.6562698580809151
Thalamus,VOLSMTY,0.7532240530343401,0.8702241263548294
Thalamus,AVGDIST,0.5562001613855926,0.30260958510619657
Thalamus,HDRFDST,14.730919862656235,3.0
Thalamus,ACURCY,0.998571459694311,0.9992517828512687
