Label,Metric,Original,Perturbed
WhiteMatter,DICE,0.818039486715174,0.8182535291772027
WhiteMatter,JACRD,0.6921039049280362,0.6924103852897394
WhiteMatter,VOLSMTY,0.8465184161298231,0.8467399101883418
WhiteMatter,AVGDIST,0.2268562213364024,0.2256911405839092
WhiteMatter,HDRFDST,2.0,2.0
WhiteMatter,ACURCY,0.9782704645343804,0.9783017026867923
GreyMatter,DICE,0.7376304850292845,0.7377268037696404
GreyMatter,JACRD,0.5843221626327028,0.5844430555705219
GreyMatter,VOLSMTY,0.7679221200472469,0.7680223942262505
GreyMatter,AVGDIST,0.2748323826994489,0.27429295122977987
GreyMatter,HDRFDST,2.0,2.0
GreyMatter,ACURCY,0.9555250551307282,0.9555471869582673
Hippocampus,DICE,0.5276364218274924,0.5350860110353781
Hippocampus,JACRD,0.35836014259629595,0.36526786901227454
Hippocampus,VOLSMTY,0.5533685389662346,0.5611814345991561
Hippocampus,AVGDIST,1.0919030247563088,1.0101514399795588
Hippocampus,HDRFDST,10.344080432788601,8.06225774829855
Hippocampus,ACURCY,0.9982987310278655,0.9983488734496337
Amygdala,DICE,0.5849091242885992,0.5849091242885992
Amygdala,JACRD,0.4133367929423975,0.4133367929423975
Amygdala,VOLSMTY,0.5979438222874978,0.5979438222874978
Amygdala,AVGDIST,0.9787283060369758,0.9787283060369757
Amygdala,HDRFDST,11.180339887498949,11.180339887498949
Amygdala,ACURCY,0.9994787493534798,0.9994787493534798
Thalamus,DICE,0.7440724306395948,0.7474561008554705
Thalamus,JACRD,0.5924485207522929,0.5967504223731982
Thalamus,VOLSMTY,0.7566671148760701,0.760108059432688
Thalamus,AVGDIST,0.5243530938428885,0.4674881531437312
Thalamus,HDRFDST,7.483314773547883,5.830951894845301
Thalamus,ACURCY,0.998683617341163,0.998706901868053
