SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.450316127205813;19.1049731745428
117122;GreyMatter;0.24607559857838632;64.69930447848725
117122;Hippocampus;0.34989041512054336;32.77193921634788
117122;Thalamus;0.7194155686508199;15.297058540778355
117122;WhiteMatter;0.3078021370204874;57.905094767213704
117122-PP;Amygdala;0.6025603724178062;11.575836902790225
117122-PP;GreyMatter;0.08131502318515968;79.12016177940993
117122-PP;Hippocampus;0.5003201707577375;12.041594578792296
117122-PP;Thalamus;0.7793816443967619;4.69041575982343
117122-PP;WhiteMatter;0.24547462838076775;68.00735254367721
118528;Amygdala;0.35359760159893405;15.524174696260024
118528;GreyMatter;0.26341670383707394;64.41273166075166
118528;Hippocampus;0.3092259977505879;18.275666882497067
118528;Thalamus;0.6661057739341407;21.2602916254693
118528;WhiteMatter;0.310834983654744;57.879184513951124
118528-PP;Amygdala;0.48566129262376945;5.0
118528-PP;GreyMatter;0.10992999396880831;78.85429601486528
118528-PP;Hippocampus;0.474184120798831;15.132745950421556
118528-PP;Thalamus;0.7758938270438767;4.0
118528-PP;WhiteMatter;0.2441604950181327;67.59437846448475
118730;Amygdala;0.4460749506903353;14.247806848775006
118730;GreyMatter;0.275472308815016;64.45153217728807
118730;Hippocampus;0.2916518049897689;17.69180601295413
118730;Thalamus;0.6715630114566284;17.204650534085253
118730;WhiteMatter;0.2852997880186167;58.73670062235365
118730-PP;Amygdala;0.5962540175108058;10.04987562112089
118730-PP;GreyMatter;0.1397130152868585;76.8505042273634
118730-PP;Hippocampus;0.4380569514237856;14.212670403551895
118730-PP;Thalamus;0.769208770257388;5.385164807134504
118730-PP;WhiteMatter;0.19914771640736498;68.01470429252781
118932;Amygdala;0.46597483699145925;15.84297951775486
118932;GreyMatter;0.26696725970549107;64.93843238021688
118932;Hippocampus;0.3557088257259588;17.0
118932;Thalamus;0.7219512195121951;16.492422502470642
118932;WhiteMatter;0.3127580972956711;57.91372894228103
118932-PP;Amygdala;0.645967852727023;11.874342087037917
118932-PP;GreyMatter;0.1125378102032629;78.11529939774923
118932-PP;Hippocampus;0.5326904879917091;13.076696830622021
118932-PP;Thalamus;0.795428939320779;4.358898943540674
118932-PP;WhiteMatter;0.2525029499753655;67.65352910233139
120111;Amygdala;0.44916278266873816;11.789826122551595
120111;GreyMatter;0.248271136692791;65.612498809297
120111;Hippocampus;0.3562673078161561;17.4928556845359
120111;Thalamus;0.6573453885059267;18.027756377319946
120111;WhiteMatter;0.3344940857737741;58.0
120111-PP;Amygdala;0.5601445534331441;5.0
120111-PP;GreyMatter;0.10101059055538639;77.95511529078769
120111-PP;Hippocampus;0.48952289441590596;14.730919862656235
120111-PP;Thalamus;0.7396229754845561;5.744562646538029
120111-PP;WhiteMatter;0.26717751693586317;66.52818951391959
122317;Amygdala;0.517625402669121;14.52583904633395
122317;GreyMatter;0.2553995527985428;64.52131430775415
122317;Hippocampus;0.35277003870904117;16.673332000533065
122317;Thalamus;0.6984190782422294;18.57417562100671
122317;WhiteMatter;0.32088828472172537;58.309518948453004
122317-PP;Amygdala;0.6891961085509473;3.0
122317-PP;GreyMatter;0.08951279615367923;79.08223567907018
122317-PP;Hippocampus;0.5332277645816839;13.0
122317-PP;Thalamus;0.8095438080739147;3.3166247903554
122317-PP;WhiteMatter;0.26578494342279935;68.27884006044626
122620;Amygdala;0.46151422043646106;14.798648586948742
122620;GreyMatter;0.27038290127043074;64.59876159803684
122620;Hippocampus;0.29353744455075237;18.708286933869708
122620;Thalamus;0.7031165028236771;15.7797338380595
122620;WhiteMatter;0.2906195171552922;58.86425061104575
122620-PP;Amygdala;0.6074826989619377;12.041594578792296
122620-PP;GreyMatter;0.14001865442301956;79.17701686727027
122620-PP;Hippocampus;0.4121372530484923;14.45683229480096
122620-PP;Thalamus;0.7866796052164445;4.123105625617661
122620-PP;WhiteMatter;0.20423537141426235;69.03622237637282
123117;Amygdala;0.4667637953014023;14.7648230602334
123117;GreyMatter;0.2507151461496996;65.30696746902278
123117;Hippocampus;0.33169513693472313;19.467922333931785
123117;Thalamus;0.6921038685744568;17.916472867168917
123117;WhiteMatter;0.3192350480187488;58.557663887829406
123117-PP;Amygdala;0.65439672801636;4.0
123117-PP;GreyMatter;0.10727677471306436;79.08223567907018
123117-PP;Hippocampus;0.5019969754546512;12.727922061357855
123117-PP;Thalamus;0.7716720405343159;4.358898943540674
123117-PP;WhiteMatter;0.25922612423929337;68.31544481301428
123925;Amygdala;0.4730197325353035;13.0
123925;GreyMatter;0.22923738340606015;65.70388116390082
123925;Hippocampus;0.35923144691026554;19.1049731745428
123925;Thalamus;0.7371779240835569;15.0
123925;WhiteMatter;0.31299248064650276;58.7962583843564
123925-PP;Amygdala;0.5780346820809249;10.344080432788601
123925-PP;GreyMatter;0.07656361024921043;81.05553651663777
123925-PP;Hippocampus;0.5209094756280537;14.7648230602334
123925-PP;Thalamus;0.8006682258603408;4.0
123925-PP;WhiteMatter;0.27166193258485183;67.48333127521195
124422;Amygdala;0.5144558489383374;13.601470508735444
124422;GreyMatter;0.24590143081564336;64.41273166075166
124422;Hippocampus;0.31801337153772685;24.859605789312106
124422;Thalamus;0.731655085005026;15.811388300841896
124422;WhiteMatter;0.28962542932353696;59.033888572581766
124422-PP;Amygdala;0.686540797173457;8.717797887081348
124422-PP;GreyMatter;0.08454589767789175;80.62257748298549
124422-PP;Hippocampus;0.4599101273814387;12.84523257866513
124422-PP;Thalamus;0.811511778981688;3.4641016151377544
124422-PP;WhiteMatter;0.2247173930419056;67.88961628997471
